case_id,selection_rank,frequency_index,frequency_ghz,power_fraction,snr_db,noise_variance_db2
context_prior__pilot_power_residual__full_offset_background_projected,241,240,380.0,0.00390625,-150.0,6.2870565670538066e+29
context_prior__pilot_power_residual__full_offset_background_projected,242,241,381.3333333333333,0.00390625,-150.0,6.2870565670538066e+29
context_prior__pilot_power_residual__full_offset_background_projected,243,242,382.66666666666663,0.00390625,-150.0,6.2870565670538066e+29
context_prior__pilot_power_residual__full_offset_background_projected,244,243,384.0,0.00390625,-150.0,6.2870565670538066e+29
context_prior__pilot_power_residual__full_offset_background_projected,245,244,385.3333333333333,0.00390625,-121.39627519523893,1.1959207656608246e+24
context_prior__pilot_power_residual__full_offset_background_projected,246,245,386.66666666666663,0.00390625,-74.84663925628132,585834909723232.5
context_prior__pilot_power_residual__full_offset_background_projected,247,246,388.0,0.00390625,-47.00400451934004,1582215323.761906
context_prior__pilot_power_residual__full_offset_background_projected,248,247,389.3333333333333,0.00390625,-29.30000819348038,456529.96279368934
context_prior__pilot_power_residual__full_offset_background_projected,249,248,390.66666666666663,0.00390625,-17.3350023500455,1911.770186815885
context_prior__pilot_power_residual__full_offset_background_projected,250,249,392.0,0.00390625,-8.804759349787275,46.83212002333206
context_prior__pilot_power_residual__full_offset_background_projected,251,250,393.3333333333333,0.00390625,-2.6171805990670824,5.421164612896586
context_prior__pilot_power_residual__full_offset_background_projected,252,251,394.66666666666663,0.00390625,2.004685755861857,2.0678757378708674
context_prior__pilot_power_residual__full_offset_background_projected,253,252,396.0,0.00390625,5.5507504419908855,1.4246613865367581
context_prior__pilot_power_residual__full_offset_background_projected,254,253,397.3333333333333,0.00390625,8.332367060227313,1.2237605470668749
context_prior__pilot_power_residual__full_offset_background_projected,255,254,398.66666666666663,0.00390625,10.555594151768133,1.141114882588953
context_prior__pilot_power_residual__full_offset_background_projected,256,255,400.0,0.00390625,12.361471203795986,1.1007260058986486
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,1,0,60.0,0.00390625,-86.64346457354401,1.3401094955791165e+17
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,2,1,61.333333333333336,0.00390625,-122.50960036194289,1.996951145897529e+24
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,3,2,62.666666666666664,0.00390625,-112.70288636594745,2.182853759464349e+22
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,4,3,64.0,0.00390625,-50.5184129401199,7982476789.962332
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,5,4,65.33333333333333,0.00390625,-16.88817962779808,1562.41604503638
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,6,5,66.66666666666667,0.00390625,-2.289931740153279,4.9608709463859615
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,7,6,68.0,0.00390625,3.217654487564403,1.7678609150449154
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,8,7,69.33333333333333,0.00390625,5.594940535582509,1.4201326344313763
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,9,8,70.66666666666667,0.00390625,6.874962221647692,1.3103332218806876
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,10,9,72.0,0.00390625,7.6943607327744274,1.2576014121514043
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,11,10,73.33333333333333,0.00390625,8.279378762645138,1.2263614370917169
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,12,11,74.66666666666667,0.00390625,8.728857828157317,1.2053919554064456
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,13,12,76.0,0.00390625,9.093141359610826,1.1900914897939532
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,14,13,77.33333333333333,0.00390625,9.400541401049423,1.1782436842025086
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,15,14,78.66666666666666,0.00390625,9.668115553598994,1.1686577991208513
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,16,15,80.0,0.00390625,9.906690064908034,1.1606407238667766
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,17,16,81.33333333333333,0.00390625,10.123426924298116,1.1537631810249618
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,18,17,82.66666666666666,0.00390625,10.323227610915296,1.147745699009524
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,19,18,84.0,0.00390625,10.509542499406322,1.142398678935768
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,20,19,85.33333333333333,0.00390625,10.684858070404019,1.1375889503187464
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,21,20,86.66666666666666,0.00390625,10.851000701743985,1.133220170949296
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,22,21,88.0,0.00390625,11.009331515828606,1.1292208645135797
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,23,22,89.33333333333333,0.00390625,11.160873841767966,1.1255368734729587
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,24,23,90.66666666666666,0.00390625,11.306396890981858,1.1221264804324884
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,25,24,92.0,0.00390625,11.44646825327554,1.1189572350469013
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,26,25,93.33333333333333,0.00390625,11.581479475267741,1.1160039838023992
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,27,26,94.66666666666666,0.00390625,11.711654184356576,1.1132476320465212
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,28,27,96.0,0.00390625,11.83723003677737,1.1106706154165207
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,29,28,97.33333333333333,0.00390625,11.958847232233822,1.1082491113616428
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,30,29,98.66666666666666,0.00390625,12.076046485479566,1.1059826007915388
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,31,30,100.0,0.00390625,12.188290797813352,1.1038717682504315
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,32,31,101.33333333333333,0.00390625,12.29519609474238,1.1019142523027314
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,33,32,102.66666666666666,0.00390625,12.396064589422949,1.1001133383076436
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,34,33,104.0,0.00390625,12.4897295776492,1.0984800738187475
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,35,34,105.33333333333333,0.00390625,12.574317414670404,1.0970366400087215
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,36,35,106.66666666666666,0.00390625,12.646795233705092,1.0958231757345036
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,37,36,108.0,0.00390625,12.702101666637773,1.094911424997228
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,38,37,109.33333333333333,0.00390625,12.731385709295651,1.0944335835987733
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,39,38,110.66666666666666,0.00390625,12.718156926892703,1.0946490246049156
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,40,39,112.0,0.00390625,12.629003027587743,1.0961190929573732
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,41,40,113.33333333333333,0.00390625,12.388178402437077,1.1002525543845783
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,42,41,114.66666666666666,0.00390625,11.79524347308498,1.111523453760534
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,43,42,116.0,0.00390625,10.188978727351497,1.1517556684668473
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,44,43,117.33333333333333,0.00390625,4.590367948263847,1.5384876088460275
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,45,44,118.66666666666666,0.00390625,-16.892519529631244,1565.4782913636332
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,46,45,120.0,0.00390625,3.2825338106881503,1.7547678237938071
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,47,46,121.33333333333333,0.00390625,10.188872313665371,1.1517589007301292
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,48,47,122.66666666666666,0.00390625,12.226537845759466,1.103165581115066
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,49,48,124.0,0.00390625,13.083295135572314,1.088948146528002
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,50,49,125.33333333333333,0.00390625,13.542998711755672,1.0824486435985163
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,51,50,126.66666666666666,0.00390625,13.83558614855508,1.0786703349033142
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,52,51,128.0,0.00390625,14.045997521165887,1.0761122617158572
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,53,52,129.33333333333331,0.00390625,14.211105251177784,1.0741931359043209
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,54,53,130.66666666666666,0.00390625,14.3489119344015,1.0726482461961824
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,55,54,132.0,0.00390625,14.469000795399921,1.0713427582990327
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,56,55,133.33333333333331,0.00390625,14.576832884314697,1.0702019159507317
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,57,56,134.66666666666666,0.00390625,14.675685641890553,1.0691814890756985
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,58,57,136.0,0.00390625,14.767600135578974,1.0682539699182034
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,59,58,137.33333333333331,0.00390625,14.85387845410662,1.0674015725196588
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,60,59,138.66666666666666,0.00390625,14.935349720730272,1.0666125473198202
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,61,60,140.0,0.00390625,15.01253373356218,1.065878990920453
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,62,61,141.33333333333331,0.00390625,15.085904043711366,1.0651940264769317
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,63,62,142.66666666666666,0.00390625,15.155485508837558,1.0645553541542632
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,64,63,144.0,0.00390625,15.221336214084701,1.0639605523428255
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,65,64,145.33333333333331,0.00390625,15.283413580952256,1.063408269473576
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,66,65,146.66666666666666,0.00390625,15.341569308565653,1.0628981926175345
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,67,66,148.0,0.00390625,15.39555889211735,1.0624309030790875
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,68,67,149.33333333333331,0.00390625,15.445037031596925,1.0620078738598826
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,69,68,150.66666666666666,0.00390625,15.489545306114863,1.0616315450137415
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,70,69,152.0,0.00390625,15.528493421041048,1.0613054642312356
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,71,70,153.33333333333331,0.00390625,15.56113075723286,1.061034522312803
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,72,71,154.66666666666666,0.00390625,15.586506876831606,1.0608253004151256
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,73,72,156.0,0.00390625,15.603417160341436,1.0606865733333115
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,74,73,157.33333333333331,0.00390625,15.610327747461199,1.0606300403245732
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,75,74,158.66666666666666,0.00390625,15.605271132739247,1.060671397590058
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,76,75,160.0,0.00390625,15.585699258430466,1.0608319397712302
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,77,76,161.33333333333331,0.00390625,15.548273755193478,1.0611410063354447
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,78,77,162.66666666666666,0.00390625,15.488561239770377,1.0616398227753956
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,79,78,164.0,0.00390625,15.400581908351796,1.0623877308965965
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,80,79,165.33333333333331,0.00390625,15.276125787046084,1.0634726866667643
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,81,80,166.66666666666666,0.00390625,15.103690869551087,1.0650297613101962
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,82,81,168.0,0.00390625,14.86678703591977,1.0672755366172222
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,83,82,169.33333333333331,0.00390625,14.541139612406823,1.0705763054084263
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,84,83,170.66666666666666,0.00390625,14.08991002739539,1.0755944355105382
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,85,84,172.0,0.00390625,13.455187647076045,1.0836352963291969
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,86,85,173.33333333333331,0.00390625,12.542127438739513,1.0975824541608592
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,87,86,174.66666666666666,0.00390625,11.187802523912183,1.1248965322363869
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,88,87,176.0,0.00390625,9.096489024665487,1.189957398517232
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,89,88,177.33333333333331,0.00390625,5.697476910904186,1.4098376142569102
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,90,89,178.66666666666666,0.00390625,-0.17876038534659255,3.018505467450526
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,91,90,180.0,0.00390625,-10.993047789352431,116.15477903914194
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,92,91,181.33333333333331,0.00390625,-31.16464604842824,1076566.2520756994
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,93,92,182.66666666666666,0.00390625,-60.04576118835803,642096740117.1763
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,94,93,184.0,0.00390625,-57.009163534299944,158592192857.0066
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,95,94,185.33333333333331,0.00390625,-27.77769797658584,226691.60470511395
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,96,95,186.66666666666666,0.00390625,-8.858778487227326,47.86491810888796
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,97,96,188.0,0.00390625,1.2425992831861947,2.3248934795185807
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,98,97,189.33333333333331,0.00390625,6.81748543105715,1.3144844218333396
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,99,98,190.66666666666666,0.00390625,10.118916112858727,1.1539025402069494
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,100,99,192.0,0.00390625,12.211568191174123,1.1034411958586041
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,101,100,193.33333333333331,0.00390625,13.617694191923135,1.0814587314016237
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,102,101,194.66666666666666,0.00390625,14.60991130696786,1.0698577820782442
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,103,102,196.0,0.00390625,15.33950551272865,1.0629161739478912
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,104,103,197.33333333333331,0.00390625,15.895121046536474,1.0583787499892678
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,105,104,198.66666666666666,0.00390625,16.331193959444846,1.0552118644856585
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,106,105,200.0,0.00390625,16.682527587626296,1.0528867021486048
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,107,106,201.33333333333331,0.00390625,16.97215822445297,1.051109187970344
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,108,107,202.66666666666666,0.00390625,17.21579668733125,1.0497047599909721
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,109,108,204.0,0.00390625,17.424437698438908,1.0485642451681172
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,110,109,205.33333333333331,0.00390625,17.605943446248006,1.047616424347535
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,111,110,206.66666666666666,0.00390625,17.766023040948767,1.0468132803446795
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,112,111,208.0,0.00390625,17.908872711471815,1.0461215521118976
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,113,112,209.33333333333331,0.00390625,18.038077724616784,1.0455154967450182
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,114,113,210.66666666666666,0.00390625,18.156604529472816,1.044975403761281
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,115,114,212.0,0.00390625,18.26564826839389,1.0444915651101425
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,116,115,213.33333333333331,0.00390625,18.366699895291475,1.0440540608470852
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,117,116,214.66666666666666,0.00390625,18.461059613578186,1.0436547478900553
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,118,117,216.0,0.00390625,18.549738846811422,1.043287408879214
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,119,118,217.33333333333331,0.00390625,18.633541626368142,1.0429471889169863
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,120,119,218.66666666666666,0.00390625,18.713118962870425,1.0426302243939607
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,121,120,220.0,0.00390625,18.78900412412618,1.0423333988718755
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,122,121,221.33333333333331,0.00390625,18.861637414986518,1.0420541722558014
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,123,122,222.66666666666666,0.00390625,18.931384277002806,1.0417904571596486
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,124,123,224.0,0.00390625,18.998548458468534,1.0415405287204642
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,125,124,225.33333333333331,0.00390625,19.063380762888073,1.0413029611350235
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,126,125,226.66666666666666,0.00390625,19.12608223060812,1.0410765914243592
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,127,126,228.0,0.00390625,19.18679648937487,1.0408605257815373
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,128,127,229.33333333333331,0.00390625,19.24557368300715,1.040654245431265
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,129,128,230.66666666666666,0.00390625,19.30227031205075,1.0404579254837043
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,130,129,232.0,0.00390625,19.356743420725337,1.040271731306856
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,131,130,233.33333333333331,0.00390625,19.41152115675159,1.0400868628214237
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,132,131,234.66666666666666,0.00390625,19.466508881030663,1.0399036422790748
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,133,132,236.0,0.00390625,19.519511536152507,1.0397292424986233
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,134,133,237.33333333333331,0.00390625,19.57090210943504,1.0395621894996172
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,135,134,238.66666666666666,0.00390625,19.621004688654097,1.0394012358976426
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,136,135,240.0,0.00390625,19.669970907687613,1.0392457359798402
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,137,136,241.33333333333331,0.00390625,19.717882634047427,1.0390952903057933
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,138,137,242.66666666666666,0.00390625,19.76479136739951,1.0389496101450892
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,139,138,244.0,0.00390625,19.810730686386805,1.0388084733446925
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,140,139,245.33333333333331,0.00390625,19.855714689058928,1.0386717254780211
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,141,140,246.66666666666666,0.00390625,19.899729379446143,1.038539302131265
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,142,141,248.0,0.00390625,19.94294389801206,1.0384105984781247
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,143,142,249.33333333333331,0.00390625,19.98536127945121,1.0382855206194388
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,144,143,250.66666666666666,0.00390625,20.026844040634018,1.0381643862234329
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,145,144,252.0,0.00390625,20.067431949747643,1.03804699043652
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,146,145,253.33333333333331,0.00390625,20.10713761405397,1.0379332134558554
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,147,146,254.66666666666666,0.00390625,20.14595997491459,1.0378229784648698
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,148,147,256.0,0.00390625,20.183888711758456,1.0377162373999071
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,149,148,257.3333333333333,0.00390625,20.220900206489134,1.0376129809666483
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,150,149,258.66666666666663,0.00390625,20.25693350987605,1.0375133032970603
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,151,150,260.0,0.00390625,20.29185382331461,1.0374174976644361
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,152,151,261.3333333333333,0.00390625,20.326198829772267,1.037324025753032
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,153,152,262.66666666666663,0.00390625,20.359578703992142,1.0372338925544726
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,154,153,264.0,0.00390625,20.391930558385496,1.0371471998336892
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,155,154,265.3333333333333,0.00390625,20.423254772899767,1.0370638795104323
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,156,155,266.66666666666663,0.00390625,20.453424453147562,1.036984201394481
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,157,156,268.0,0.00390625,20.4824334749362,1.036908113422174
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,158,157,269.3333333333333,0.00390625,20.510242879075875,1.0368356517381891
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,159,158,270.66666666666663,0.00390625,20.536794820512128,1.0367669020188668
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,160,159,272.0,0.00390625,20.562020617371132,1.0367019776244781
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,161,160,273.3333333333333,0.00390625,20.585841457967717,1.036641017431143
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,162,161,274.66666666666663,0.00390625,20.608167289615764,1.0365841884973546
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,163,162,276.0,0.00390625,20.628895485994533,1.0365316893737768
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,164,163,277.3333333333333,0.00390625,20.647909075348124,1.0364837546260408
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,165,164,278.66666666666663,0.00390625,20.665074519925994,1.0364406606145038
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,166,165,280.0,0.00390625,20.68023899060954,1.036402732713325
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,167,166,281.3333333333333,0.00390625,20.693227029952922,1.0363703543024618
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,168,167,282.66666666666663,0.00390625,20.703836446538617,1.0363439780230723
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,169,168,284.0,0.00390625,20.711833214932682,1.0363241400020105
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,170,169,285.3333333333333,0.00390625,20.716945039524035,1.0363114781046836
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,171,170,286.66666666666663,0.00390625,20.71885300235199,1.0363067559654184
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,172,171,288.0,0.00390625,20.717180111894052,1.0363108961960354
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,173,172,289.3333333333333,0.00390625,20.71147369968881,1.0363250310805776
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,174,173,290.66666666666663,0.00390625,20.70117209682813,1.0363505958064976
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,175,174,292.0,0.00390625,20.685533962902525,1.0363895208704936
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,176,175,293.3333333333333,0.00390625,20.663791676617763,1.0364438752689757
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,177,176,294.66666666666663,0.00390625,20.636093187483098,1.0365135185039573
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,178,177,296.0,0.00390625,20.60049008586941,1.0366036970810804
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,179,178,297.3333333333333,0.00390625,20.555332039789462,1.0367191551756623
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,180,179,298.66666666666663,0.00390625,20.499416927479544,1.0368638047913818
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,181,180,300.0,0.00390625,20.4302907628378,1.0370452474977294
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,182,181,301.3333333333333,0.00390625,20.345177351265605,1.0372726937293195
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,183,182,302.66666666666663,0.00390625,20.24056281373383,1.037558485519662
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,184,183,304.0,0.00390625,20.111775200759283,1.0379199927751306
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,185,184,305.3333333333333,0.00390625,19.95255017357087,1.0383821638928095
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,186,185,306.66666666666663,0.00390625,19.75435044568971,1.038981898132465
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,187,186,308.0,0.00390625,19.505301221009873,1.0397757891354966
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,188,187,309.3333333333333,0.00390625,19.188488575803845,1.0408545477765179
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,189,188,310.66666666666663,0.00390625,18.77914970928488,1.0423716482837802
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,190,189,312.0,0.00390625,18.239846373429742,1.0446049398951416
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,191,190,313.3333333333333,0.00390625,17.511770195708877,1.0481031641159184
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,192,191,314.66666666666663,0.00390625,16.4981397143046,1.054083019396563
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,193,192,316.0,0.00390625,15.030096613857353,1.0657139417529382
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,194,193,317.3333333333333,0.00390625,12.790221124756116,1.0934837100227535
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,195,194,318.66666666666663,0.00390625,9.131373694536691,1.188566889419361
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,196,195,320.0,0.00390625,2.829097305784998,1.85195309902189
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,197,196,321.3333333333333,0.00390625,-6.794945295905492,21.406280941200567
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,198,197,322.66666666666663,0.00390625,-23.09197714495528,26369.442137665515
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,199,198,324.0,0.00390625,-51.43444409539069,12171453090.11495
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,200,199,325.3333333333333,0.00390625,-67.67639308867541,21563841645991.75
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,201,200,326.66666666666663,0.00390625,-39.68959995804957,54508050.771680996
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,202,201,328.0,0.00390625,-14.650438919227753,572.9368435704621
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,203,202,329.3333333333333,0.00390625,-0.7919972421671273,3.4399766225146933
context_prior__pilot_power_residual__full_offset_background_projected__nonnegative,204,203,330.66666666666663,0.00390625,6.688479616496366,1.324039750572429
